0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,cat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,7096,1753,344,5524,1610,23,28,1541,2,1753,8,5151,5039,7,887,555,344,80,3958,4134,12,556,1,870,269,13,1,355,37,2246,54,109,3,5,99,475,2636,6354,2,3173,1753,7,225,2,3959,4,423,28,534,42,1774,2,1541,2,1,175,5,5151,267,13,12,575,10,1,281,28,2,117,2,1753,37,39,2946,79,22,31,1909,4841,15,7,261,99,6487,4,15,2628,69,3059,1,267,13,11,36,20,92,84,1797,8,131,2,156,2636,768,68,633,7097,5,5873,101,5978,64,15,1299,2,940,32,3960,21,1,1222,1806,1,227,2031,1362,353,279,80,24,3743,15,37,39,8,1,940,4,58,28,20,458,161,3
36,16,302,2,1481,82,4,29,1691,2,4112,1,378,7050,3,1085,707,4,402,48,7,3045,36,16,2349,3408,11,9,376,2,2292,10,34,311,23,117,5,1575,2,222,73,413,1282,5,267,13,570,1372,123,1365,267,520,2747,18,3776,1,1085,1244,5,1875,3,217,4,2746,4525,15,13,34,18,57,1,1972,3,352,273,7851,2479,925,61,1085,707,1,551,3,1,3435,476,2178,5489,4271,515,51,14,5,385,1034,10,48,12,1,4526,3,1252,36,16,1406,73,1,1319,3,7052,78,9,146,2,1285,2,561,1311,442,64,51,18,39,5,2712,847,129,3436,29,25,146,2,16,2081,60,29,1859,69,1085,707,29,25,146,2,16,3046,427,1274,162,2575,4855,13,15,2283,1,186,8,1085,707,7610,82,5,879,35,36,73,1,984,3,2841,1774,310,113,1894,15,937,2485,4445,1,707,36,367,3753,4,10,36,395,2,635,826,3,213,7,4132,6482,89,2081,22,392,2
107,107,150,5,570,1372,564,58,592,1,463,6,104,1,463,150,1,570,1019,36,694,719,752,4003,969,1051,40,399,2,240,30,725,7,576,662,19,15,107,370,471,141,4,958,370,352,273,57,879,43,2660,459,3,1,111,253,121,906,183,2,16,361,12,209,116,1,637,1042,150,6,1,1732,2975,1,762,9,165,82,4,107,104,6,2190,1696,1002,1,347,912,11,9,165,82,4,1,463,962,2,1,115,7,2361,991,12,416,30,725,13,1,4686,253,121,906,1840,8,209,116,36,16,154,40,6907,59,113,704,6,332,1098,4,15,8783,129,107,3063,5,564,8,31,147,36,694,2930,1,463,6,22,1,99,2102,60,62,404,21,1,185,616,1605,22,1029,1,637,1042,20,4675,10,28,79,55,33,1,973,180,33,265,6,5,230,238,740,24,33,55,156,12,2,1009,1,74,10,7,146,2,16,1,1047,26,170,3,34,508,253,121,2
12,1,778,8,1,114,703,96,3,203,35,330,2,1,1321,522,1,2654,3,1,802,3861,477,6,1884,7143,5,47,2855,6,320,152,4,1551,3050,1998,11,787,2,4647,1,4329,3,1,63,1275,5928,3861,159,14,1681,61,185,83,4,9,435,2,20,378,241,5058,3115,1,137,1744,8,1,85,298,96,3,1,41,330,2,8068,8388,1,3,4567,27,2845,14,1456,1,2784,96,3,124,42,721,14,4707,22,3861,159,35,14,477,12,1,288,145,11,14,187,95,112,670,22,1514,4,14,2519,8,42,8711,35,27,1,81,477,241,1,288,67,1455,2455,14,852,137,5314,3,1,41,353,1,2287,27,1321,35,143,6,244,1,685,313,25,1564,8,22,40,59,1338,101,2502,3,320,4,276,152,152,313,102,34,20,2856,6,2895,61,1,65,197,83,1,72,120,8,152,1888,22,569,4,14,929,5,216,1182,6,244,226,2,5,332,247,22,358,855,8874,4
4,347,676,2,949,1,243,130,718,469,2,32,322,412,80,8414,29,134,262,977,17,3883,27,6140,5788,3490,4,3467,24,8414,6373,2,965,5,4276,8354,428,44,1969,3068,582,22,6812,6,1,9709,2402,243,4,268,340,701,209,2,9626,6,1,243,897,538,7,130,278,3887,38,3201,8,1731,399,4,6739,6,1,243,4,630,859,256,21,190,67,24,4,5602,128,8,8414,79,8,5,1824,22,12,4431,2,534,130,2,374,128,1,4275,2,16,4266,130,20,703,2,135,6,3892,8,5,95,223,67,71,4,1,48,497,20,703,49,2,135,8,86,19,223,13,538,33,755,69,164,2,191,667,12,3570,24,33,25,33,20,2176,10,4,1077,163,76,561,1675,21,1,288,67,10,55,2155,158,8,1,130,6,5,354,83,7257,1016,38,1607,1452,6,3860,600,22,2277,5,7538,945,135,61,258,6,1,3634,243,6812,143,1,9709,522,22,54,1830,1314,859,3
14,30,2376,13,29,143,69,20,217,8,21,2015,10,7,32,57,130,269,3411,710,2376,92,1,8363,5531,15,2423,755,69,150,11,1,496,118,11,14,13,22,1433,1769,4,14,5,2815,21,1,167,3,5,299,1919,64,1,5144,37,1095,2,1405,52,1,2015,3195,2113,14,962,411,1,1477,10,34,145,7,3892,1412,386,574,23,1849,1,49,4,673,2725,6,1086,2767,778,217,8,510,62,2179,52,510,409,79,91,2401,104,442,158,169,13,4,1,85,510,25,397,146,2,586,1,85,442,24,11,7,5,438,96,62,156,2,1026,17,1,510,11,1655,69,87,11,266,56,1963,2155,33,23,16,302,2,431,48,7,8753,2907,531,46,9,45,6,3892,118,26,219,1999,8,2767,778,217,510,7,1317,9,2621,442,7,1317,9,2621,19,112,24,1,510,20,11,225,71,60,62,25,1557,6,1,7423,62,103,16,302,2,6366,78,916,1769,9,302,2,6366,3
1,172,344,419,12,336,656,203,17,1,1408,3,2464,521,1520,4930,4,903,1006,3461,27,2464,258,3206,1753,4,1,4646,3638,2,8108,1,4379,3742,4930,37,1550,2,2100,17,5,2164,80,258,24,261,1,9186,179,887,19,38,123,344,12,256,695,203,1,521,261,31,2868,2,1345,5,6100,3,3962,38,524,2,5240,17,221,98,321,1216,1900,3,268,757,3206,258,757,1753,2464,757,4646,3638,2464,757,1900,3,268,1753,757,3206,4646,3638,757,258,258,757,1900,3,268,1753,757,2464,3206,757,4646,3638,1900,3,268,757,4646,3638,3206,757,258,3206,757,1753,258,757,2464,1753,757,1900,3,268,2464,757,3206,1753,757,258,1900,3,268,757,1753,4646,3638,757,2464,4646,3638,757,1900,3,268,1135,701,4646,3638,757,3206,258,757,4646,3638,2464,757,1753,1900,3,268,757,258,3206,757,2464,4646,3638,757,1753,2464,757,258,1753,757,4646,3638,3206,757,1900,3,268,258,757,3206,1900,3,268,757,2464,3
764,4,1370,5,1348,27,335,27,6184,702,65,41,1370,1041,2,87,4572,22,1379,25,45,507,226,2,202,335,1235,1015,25,89,7876,2,2077,1073,1163,4921,98,236,6,3497,240,61,151,35,25,1125,2,142,129,1446,2166,56,1736,5103,1,342,729,10,40,48,25,353,196,1163,202,2405,40,2836,109,13,30,29,25,679,6,1,935,154,40,62,25,1835,1966,233,89,5383,22,1,295,4,25,1835,82,3231,43,12,34,1349,29,25,2242,1,225,1418,15,2011,11,9,40,294,1,2385,233,46,4810,10,109,29,25,364,5,195,3256,10,29,25,2071,2,3211,2,1,202,32,320,12,5,432,1584,55,16,6122,4,1953,17,1370,56,1150,539,465,22,1,167,3,1,41,11,9,435,10,40,59,491,3,72,1768,23,20,432,202,498,6,1277,65,41,1,105,3,72,3037,8875,1,202,886,432,5254,151,364,3040,43,8,1,63,67,226,2,1,282,3,304,2266,4
5821,521,9,4671,53,15,4,2453,520,1299,5,2217,5821,20,143,79,66,3,38,65,172,555,152,24,551,1512,6906,448,15,799,2973,2,5707,1,2731,41,200,838,2654,6906,13,26,936,5,351,2052,77,29,58,6157,17,8569,24,32,2238,279,9,2,82,26,1859,69,109,3,1,2504,77,4358,29,257,136,2006,6906,820,10,37,645,2,1,300,24,1,5821,551,118,53,29,3387,1,300,17,38,6318,46,45,2187,19,38,2271,29,994,2,3164,1,7102,927,35,14,2091,2512,14,2649,21,1,167,3,1135,411,1,3780,3,208,838,232,3917,520,2595,46,7378,5821,2,1,724,522,65,363,5821,44,3265,3,555,66,64,2512,262,61,24,1,208,838,1610,2611,32,1607,265,2,7140,272,353,1,269,73,1,230,693,3,1,1643,312,4,444,1,521,3,1,234,396,8,656,5821,7,7522,6,567,6,5,209,377,1009,21,9263,10,3255,82,86,1471,1,555,66,4630,3
42,400,869,25,171,2705,6,1,1217,1316,2,1831,1,414,2,6532,80,1,871,4,9495,1484,52,1,214,30,890,2764,51,36,16,4968,2607,12,941,1037,390,6,1,418,1,2,387,1,869,37,39,50,3,31,257,121,1,1269,418,869,254,5,216,1677,6,1,336,201,2,491,695,4,6,1,616,41,33,23,4364,5,418,10,6947,1,379,30,890,13,11,23,800,339,1658,4,7395,2,1,1970,23,1363,1,9112,4,677,70,6033,3,1,74,1,49,18,13,11,9,1627,2,5,348,414,24,1,414,7,4061,18,254,179,4,1311,7224,4,395,2,659,8,49,3312,2,793,1,1938,30,890,187,18,13,1,85,119,2,4138,1,414,7,3796,9,2,212,17,1,49,869,11,7,5,418,10,26,170,23,1054,1,225,4258,2,1,351,856,4,2,151,1028,52,126,623,573,3342,30,890,118,19,112,33,328,261,2,212,17,1,223,573,869,560,0
629,8,1,1064,4,2666,4030,313,40,59,190,25,27,240,17,258,1002,112,3627,756,211,7565,122,34,348,1323,3281,5,47,8,179,375,29,257,12,32,3580,444,6635,15,90,1,1826,901,34,1775,69,2,150,51,4334,69,113,127,461,375,15,1145,11,7,86,10,51,25,40,127,179,375,187,30,7565,1299,2,1725,10,3270,988,2,1,588,548,37,831,2736,80,959,2792,51,9,84,327,461,4483,15,13,76,5785,375,23,16,3990,21,34,41,7,756,17,5,403,2486,840,21,1,179,81,120,10,1671,1577,11,40,59,5,5636,4863,25,3109,2,1993,450,82,23,1137,2157,4760,4,5333,4032,24,30,7565,122,40,36,16,508,37,1,1153,313,28,39,1077,568,2,1204,492,26,219,28,2033,10,33,143,69,16,302,2,3463,1,1217,3824,17,675,15,13,625,15,883,1,756,116,16,1095,2,301,111,41,2,1345,5,737,2164,1,172,231,1671,391,338,492,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6124,2,1796,2816,6125,6124,18,367,1,230,754,5073,2,3164,27,1,673,249,109,3,475,1,2086,3,1,63,792,1276,3,203,35,2726,12,701,301,13,1,461,18,5,525,17,100,225,5147,11,662,19,5,2293,2,1,510,7,1335,19,65,41,7,633,5653,4387,4388,4,3266,43,2864,3644,23,45,16,8144,6124,9,5,66,67,633,6,2816,17,1031,6,593,4,708,75,9,1090,2,20,1447,43,1,475,21,1,1438,21,9151,6,530,4,37,2,2459,54,3,32,2937,344,17,2015,633,3267,5087,12,701,382,6124,45,994,80,2202,6,1,673,249,3631,43,574,1,1608,227,3
2775,18,994,2,879,6,4,5,3,76,1331,3,3312,58,16,974,34,145,6,2670,11,23,16,32,3312,324,34,9,28,1,1446,678,166,15,13,32,3312,535,10,1,74,36,117,9743,389,3,1,139,4,42,2504,8,10,2,1285,7552,7,631,3005,1,941,1073,2441,35,3585,1,1190,7,2006,36,20,2,16,3643,30,2001,13,187,84,541,36,16,340,4,1,1190,36,502,12,2163,15,118,7552,35,3119,6,549,287,2377,27,2435,18,39,1406,2,1,8113,3,2449,109,3,1,175,7,264,7522,1,3,2435,7,1938,18,37,5,1533,980,12,1,1190,7,414,684,19,112,19,76,3,42,537,246,18,2257,618,17,500,8,865,1541,1453,4,5,1310,6,1,3815,214,1,1190,58,45,135,5,27,5,2389,652,80,1,74,12,483,1,1637,3056,7552,2160,53,1404,6,1361,3,42,2389,652,80,1,74,8,6852,27,3122,2,4113,24,1,74,55,947,1,281,0
0,0,0,0,0,0,0,0,0,0,2655,554,521,7665,5071,1,208,521,3,2655,554,1753,7665,18,1281,21,1,796,3,6508,31,697,13,30,7665,46,14,45,5,2035,1526,554,7,562,165,4,4697,6235,64,15,435,1,682,7,562,37,8877,26,14,1177,8,9606,131,3608,15,480,13,1,3790,110,521,46,45,1526,3713,4,1,4937,37,39,6,6024,690,226,2,31,697,32,7541,27,32,322,796,30,7665,3449,19,5,865,6,1,1585,3790,865,965,194,68,548,4801,3087,2009,43,5,709,6,6257,15,5613,6,1945,97,2009,43,2642,6,4,1476,1654,8,31,2035,4,2700,4633,246,6,4595,4743,1062,1676,7665,17,5,808,396,19,1,3790,110,255,7,356,3,1,41,30,7665,3124,64,15,14,6,31,640,2755,2,850,19,5,5630,2652,21,1,956,3,6658,180,15,8356,17,5,5016,6,767,15,1598,321,12,701,513,226,2,31,5920,51,23,16,84,4781,195,1
64,15,261,99,2,209,209,26,37,2,412,2,2910,128,4,117,11,43,5,7763,4,26,14,302,2,88,10,1386,18,71,2627,1,1608,522,185,379,6,1,65,197,83,11,86,4776,507,266,4,266,339,41,1386,13,26,328,79,365,34,1382,185,379,4,26,328,143,11,185,379,1386,330,73,1,243,19,5,623,4777,1229,2,6380,31,562,522,53,4075,79,50,108,57,145,15,9,108,2,677,6969,7710,6,1,63,693,3,1,673,249,4076,6,1,68,14,950,2,2459,54,3,1,673,249,4778,1335,2,158,6,31,63,4077,243,8,206,34,14,5,215,572,13,1,338,41,200,26,14,77,3551,65,750,26,2628,69,26,328,397,365,5,137,172,355,97,26,703,2,158,4778,6,2816,24,11,7,579,4,26,219,136,497,24,34,9,5,631,1335,4,26,245,1,610,4,1,217,2911,5437,874,12,6,32,57,673,510,7,243,306,12,579,3
8,675,714,7248,1295,8095,3082,4,4190,9167,1855,9,1840,2,88,112,21,416,7,1414,17,169,1102,1,313,71,6,38,4118,41,25,308,2,375,92,895,1,1872,1747,250,4,25,3975,361,1,231,97,1,1414,70,1069,830,9168,6602,46,262,85,651,8,100,368,19,5,1626,6,1,8096,1075,3267,413,3,4105,6602,9,45,954,8,85,651,21,1,1414,1,85,63,2656,396,330,2,5063,8,3267,413,3,4105,6603,307,7249,7250,143,1,396,8,85,63,1373,8,6090,362,35,15,1939,2017,4,3128,6,671,954,5234,81,1,3391,1486,27,1025,143,85,314,81,104,8908,76,1331,3,4928,14,3056,85,1871,417,8097,1040,3755,262,1,85,910,467,778,8,1,2877,3688,1,313,25,1564,8,22,1,517,101,540,3,1,748,1373,733,1476,1654,35,1202,1958,1631,2239,4,70,255,5847,65,41,7,215,834,340,6,8098,330,12,2,135,1,671,8,85,802,2656,8,1994,211,1
48,2,2096,38,205,3216,236,12,1,8711,4,1556,6083,276,4123,3,1,98,8884,4,2709,528,10,55,16,558,6,1,96,11,6415,206,321,1,63,67,1433,1526,2,6416,2,1,137,3,2128,13,8730,5290,2,5,2688,46,37,920,5,276,3,4531,224,1,5011,3,1,7386,68,276,4123,3,1,40,7445,10,25,626,2170,2,1,96,7,3058,6713,2280,25,5695,643,4,76,20,5,6271,411,1301,52,1,2159,18,316,339,9137,4,5693,61,17,57,1,6609,3,5,7002,5284,5,964,64,322,3,1,96,44,477,76,48,1939,4636,4614,7628,948,27,1,3,1998,2,7540,52,1,1047,284,8730,13,1705,3,1,2159,450,505,44,1460,160,11,423,28,810,102,5,96,721,113,40,4362,90,206,34,14,1,325,624,721,3,113,1488,6,337,7,767,33,257,57,86,1225,10,18,261,11,225,366,2128,125,9,54,12,517,530,6,1,49,4,493,530,6,1,72,4
3,5557,56,8372,1402,8,11,1,5378,2441,9,32,249,1497,1250,35,535,10,1,3,1,2125,25,843,8,704,2,158,241,17,1,2141,1094,8,1,1194,34,18,4527,6,98,438,1214,3222,56,8372,8,1,2125,35,71,473,948,27,5,580,3,1,3479,835,8308,2,5,9112,335,1803,10,502,233,1771,3,405,1349,917,2279,35,166,2,16,259,4,97,10,5694,45,18,5,619,105,3,4926,202,236,505,5,292,621,22,1,1534,2279,468,4287,2,900,1,546,101,481,8,5,413,2243,7532,6,1,47,608,379,1,292,108,776,5,922,3,8615,1955,334,6,2,1,292,172,101,48,37,974,43,4,71,52,2796,101,18,39,1265,1,4186,9,333,2,374,6,5,91,145,841,6,640,530,322,382,1,4818,554,23,16,166,2,220,502,1,5378,2441,589,337,9,1155,5,619,1008,2,3274,7,553,12,1,484,364,1758,27,2254,3569,93,19,2542,4,178,9734,4
3544,20,336,4,493,181,6,1,1056,3927,104,8129,9,1,6629,4013,185,173,236,181,25,45,830,2426,568,4475,9212,13,15,14,2687,3542,2,16,830,26,219,274,371,568,2,11,13,9212,26,365,17,3251,102,1520,317,2425,4,5515,3772,99,6,140,873,334,6,3544,77,26,88,277,5,354,3,82,324,28,10,112,11,23,16,248,2,153,17,82,7,85,2426,7,3594,3544,1375,6469,3544,2578,3544,7,3950,6951,5,5967,3083,1088,4127,3083,219,6471,3083,1290,8129,577,8937,3083,331,3595,3544,1375,9212,2426,577,317,2848,3083,2040,317,3773,3083,1088,317,4326,2941,219,317,1139,3544,2960,6470,3083,1375,2001,2426,5,8130,3083,69,7890,2426,3459,999,2426,1152,577,5143,2426,1152,4833,3544,1152,8131,1152,3950,3544,577,3772,3544,5,4549,3083,7,4549,3544,577,4832,2426,3459,6468,2426,1152,2564,1395,1290,317,2425,3544,1375,317,1552,3083,7,4638,3083,2040,4327,3083,3459,3544,69,2426,1088,1139,3083,2442,2426,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,1208,19,385,156,163,449,4427,2000,31,1208,21,385,1103,7,4906,2,1,887,555,8329,7353,53,385,7,159,377,135,21,3513,1,130,3143,883,260,363,3,174,2818,36,28,16,21,1,7422,1573,4427,13,11,7,183,3,1103,2,94,163,24,11,7,5,1208,8,1,269,4,181,2,20,143,33,340,3715,65,363,24,33,799,2973,2,2,156,260,363,310,444,955,385,7,2100,19,2714,43,6,38,887,555,182,535,29,799,406,31,200,269,688,263,6,1,111,693,24,385,58,16,2108,80,70,1050,5149,634,56,457,46,143,38,9489,882,11,7,146,2,16,248,33,158,178,60,33,239,69,94,751,3,1,66,1127,1943,3
1292,1,881,796,3,1,1043,329,10,3,113,4249,2035,847,44,1,7418,3834,2,35,3097,37,367,410,566,9516,22,3097,7,1971,365,5,623,108,63,4,44,1006,17,253,2212,64,4039,1925,262,2,1,732,241,187,5,9480,1810,54,113,6,1,1463,3837,1,407,44,1506,22,1446,8928,451,19,3097,7,5870,603,2,153,19,1146,9638,5084,2,6359,11,70,407,540,189,38,85,2,64,29,1925,261,174,119,4039,7,8268,3,1614,875,14,670,329,4,373,1283,59,4249,7,658,3646,1079,1,407,23,6786,947,2,5,40,5630,2688,3031,6433,2652,5968,883,26,280,2,3988,54,4039,109,3,57,1,2316,26,328,397,1582,82,97,24,26,219,1454,2777,373,2777,44,1451,1292,4119,4,765,46,7575,17,4039,2173,18,1613,27,4249,7,1146,24,29,257,136,28,95,6246,4039,365,8,241,1571,465,4987,1906,27,38,3474,259,29,4538,62,266,64,62,44,1510,333,8,721,6,492,1
144,1433,1769,7,494,275,2,3758,932,56,2554,70,5789,286,9094,44,1,148,325,1497,3,726,2506,769,3,1,597,1,597,378,3,726,679,22,542,14,1,247,3427,1,1548,41,6,5,1005,6,35,3296,726,18,2265,1,2193,1,325,5083,3,1,1085,726,1063,679,452,491,1028,3,48,7,932,1433,7,3296,2,652,47,932,707,56,2819,8483,769,209,3,1,597,17,452,336,508,27,2418,448,12,1312,932,260,549,280,27,2224,2,129,48,7,283,1241,104,766,3,1063,1028,2224,2,7054,2801,22,1433,1769,7,3296,895,1,1117,3,1085,3495,2577,3,1,1209,3203,101,2506,44,286,2501,450,1,569,101,286,1612,2506,1,1918,3,4620,2,1481,56,1,1977,3,6064,777,1765,44,1,114,1508,6960,679,4220,4,123,2969,44,111,6,284,1885,8,482,3,597,2506,104,925,52,286,218,4,995,237,1150,296,12,48,7,891,4,5729,822,8,979,9156,2,138,3,2506,0
2465,14,902,22,1,6372,7,1122,4773,6,1788,1645,1261,138,159,138,106,2690,633,4,137,1201,1111,774,6373,2,586,2908,7,1295,8777,159,138,256,138,482,138,256,209,24,6980,6981,4282,586,1,664,1201,5876,138,125,138,210,4,3713,4774,7759,3250,1201,6374,138,256,125,256,256,138,256,159,138,125,3893,18,71,1969,2465,6,66,3,38,91,2692,26,37,5,127,96,509,4,26,6982,11,3396,15,13,11,7,454,885,2,222,54,2,158,3548,26,755,69,164,131,2,158,31,96,15,770,62,374,102,5,5436,57,61,1,290,4,2465,46,14,40,59,3887,8,399,22,31,4481,7,66,1456,7760,13,3893,14,32,1159,3,532,181,12,1,576,2396,2,117,38,1528,80,131,5,349,40,3251,25,2064,3,11,71,13,1,461,15,365,154,266,59,206,10,7,78,15,189,171,379,26,37,1554,2,8778,1680,43,2465,118,24,26,755,69,4775,12,1,215,610,3
961,12,1,9600,3,1,433,1243,850,350,1364,2590,9,12,686,2009,54,5,47,1244,3,7047,8,758,2,769,41,3512,2,1234,78,15,122,25,2166,4425,1,570,1372,2992,3,1,1540,1292,58,87,2,42,121,1528,9,236,12,57,1292,89,4022,2,564,1209,38,956,28,6,38,123,5606,324,1,183,209,116,121,36,16,194,573,67,1292,55,564,22,1126,1,2430,581,4,304,584,3,1292,25,2033,1292,6,8752,3,55,441,11,341,2,3508,2,564,76,3527,25,5165,2,3508,1292,109,3,345,1129,1484,24,1292,55,94,650,4022,60,1,121,9,12,209,116,816,245,2,3508,22,493,513,1,1696,180,1,570,1019,150,2652,2089,55,6375,1,121,8,82,25,4959,912,1501,918,3085,921,912,3879,688,2685,918,3501,1068,1343,2272,918,838,8648,4,2002,9678,1068,4,688,8335,347,4,1566,6438,347,912,4,6728,3,9264,912,6871,1068,4104,2975,3,193,4,2361,6871,912,4,2
824,1916,54,22,2182,182,1,2606,225,1252,296,10,1,3414,3,62,9,1,1922,815,114,1940,22,607,2710,4,2309,2187,216,139,25,4226,1922,7,549,105,50,1279,21,1,486,3,50,5,145,6,213,2109,17,802,4,5,7437,7,598,254,624,50,750,23,1219,111,145,17,1,430,3,1096,1,106,105,50,19,381,3141,1922,7,4438,4690,2679,6,1,1279,1895,1,5702,4397,330,1278,6,21,105,169,17,407,583,338,3156,2,197,53,798,545,6,1,658,17,88,29,277,11,7,605,1,70,66,47,3633,25,17,3,140,1821,21,798,4,46,25,21,105,641,17,387,129,303,43,1,137,172,25,7578,3,1504,5421,22,1224,231,128,91,1555,2,105,1120,4,54,3,1524,22,318,45,128,91,1555,2,172,6,1,599,1895,1,5702,4397,330,2,105,50,17,38,1561,4484,721,5833,1224,231,7,461,2,230,238,1,6836,599,2473,5753,1095,43,91,2,105,66,1
561,6885,246,9547,34,14,45,270,1,720,10,1,401,166,6341,299,3281,2,3970,35,92,82,95,1018,2,12,15,13,11,262,2016,452,1120,83,2,8455,43,42,63,155,596,24,79,549,201,2,94,1,148,155,11,7,95,1018,2,3064,10,6,4353,64,33,191,1,524,2515,6,33,44,6901,10,1,597,120,36,16,66,155,48,15,13,7639,14,6901,190,10,71,2016,18,596,6,1,72,1377,7639,4,2016,44,1,79,157,229,1596,6,1,72,391,3027,64,71,69,157,14,749,2884,37,42,72,723,6,1884,171,9744,4929,228,157,674,4,71,57,1596,144,34,177,1,6341,4881,8,1,200,401,18,39,3124,259,529,250,8,797,8552,34,9,71,1,114,906,166,229,177,12,1,5776,4,9,166,2,220,40,59,106,125,1024,48,87,659,30,9926,13,1,3,228,177,45,787,2,1802,57,151,528,93,19,1228,2842,4,7640,10,20,92,797,77,643,4
8,1071,622,14,2705,128,6,1,3622,3436,4,62,1911,11,43,2411,7,6,34,861,2319,62,8,353,5,430,4,2319,62,8,2020,582,83,2,94,206,2,88,11,15,1553,128,6,5462,64,962,52,89,9109,22,31,7484,2887,15,1280,19,31,63,1945,3920,64,15,14,561,6,70,313,6661,254,1,5946,143,85,4496,1373,4,85,1146,3738,794,1855,143,85,3811,2656,104,1,802,2656,778,330,2,4395,4213,3,1,4396,1303,1429,73,52,1,369,3,6,14,852,85,1871,1,3391,1486,14,852,85,314,1195,81,4,1368,4044,261,1,7474,8,85,923,1459,4041,356,125,6431,6,1,2574,2151,1340,1071,143,85,1146,9988,4,6962,6353,7,5,419,3,4464,1294,1447,43,85,87,43,208,173,184,3075,5174,4040,46,2874,369,7,729,4,105,5621,6,1,1836,143,85,623,81,8,6857,4374,1801,875,46,2874,1,998,8,1,63,67,670,5,2659,8252,97,507,1,142,174,119,1
1621,13,5779,561,48,7,381,14,2327,2,1,285,3,2871,15,118,13,561,48,46,25,6440,4,2946,22,1,453,1021,25,2327,2,1,285,690,3,126,2871,1,3515,1029,2276,2639,32,857,8,2622,2,1853,38,205,3171,3,132,1,3807,1021,1074,4,646,11,2640,22,5042,1,121,1021,63,926,27,589,5,292,2,1,9121,3,1,243,536,33,606,10,561,48,23,1853,1,5319,2,117,161,6,1,285,1,4617,1252,1,2430,581,4,1,996,8,850,4,2166,25,589,1,526,2622,23,809,19,147,2968,811,2239,4,9832,352,733,521,21,1,4617,1252,13,1,4038,564,3515,1029,8,867,4759,1,5114,4,5242,3,5,385,121,2289,2880,3,5637,4,1,1894,3,4103,2871,1,3515,2089,23,117,238,241,209,116,906,183,2,16,1,761,3,1,253,121,275,6589,237,2511,1929,4,1587,9833,17,1029,3186,6,322,116,44,647,54,2,1,159,101,867,4359,2,117,161,2
14,146,2,2374,32,475,6,1076,4,2824,129,15,45,645,21,10,485,2,2658,2,31,232,3386,8,31,1578,15,755,69,88,34,35,4527,6,1,279,458,22,1,521,21,1,666,35,26,1634,410,6,140,559,34,9,7879,12,1,269,1,1172,1,521,4,31,205,232,3386,15,9,672,1682,112,4,26,1586,31,1578,2,16,2687,3584,4,2687,2144,7,436,36,1240,2,87,31,1528,3,5,63,232,2857,2763,24,178,97,1343,13,1,355,36,28,16,504,2144,934,15,37,84,3547,3,4798,6,5,1898,4021,26,239,69,164,1,505,2,170,8,50,963,10,26,2026,69,158,8,34,269,15,13,26,577,158,2584,8,34,269,178,6,612,11,7,5,95,632,946,8,206,21,1,894,24,26,577,397,1112,2,1032,34,269,34,269,535,77,154,2,206,26,2628,69,88,11,109,26,277,26,2628,69,222,99,497,4,158,80,1343,11,36,2814,221,154,3
654,3,42,1928,2521,17,263,13,471,7,2442,7,224,357,42,137,2701,473,1343,198,3674,7,393,1137,7,4,6,708,7,2442,4,263,645,2,567,5,3844,3784,50,10,36,473,5,1928,2521,246,4,5,72,609,6,1,880,8235,1,1928,2521,14,2645,6,116,244,17,171,691,443,5,648,1298,6,1,2521,3918,3918,23,71,16,8524,17,263,35,1809,1126,2558,2,20,52,190,3,478,7,3217,120,478,17,5,1758,3,40,59,50,1024,52,106,125,1024,3,3217,339,41,6842,18,120,462,3,52,1857,6,2672,2,1,3317,1298,7,2442,9,2,3044,125,2443,6,263,163,941,8004,8603,398,827,263,7,418,1190,6842,2005,9,2,587,172,2364,27,2665,4,18,1,2235,2,587,338,40,2364,6,5,212,929,43,2,106,1697,1,1190,1,3,30,8484,1809,2,265,42,1411,22,1,167,3,889,1,47,1190,36,514,178,6,1,95,63,41,3,1903,30,8484,13,0
